date,hospital_id,drug_name,inventory,demand
2024-01-05,Hosp_C_Community,Amoxicillin,87,14
2024-01-05,Hosp_C_Community,Metformin,165,1
2024-01-05,Hosp_C_Community,Atorvastatin,247,2
2024-01-05,Hosp_C_Community,Letrozole,289,0
2024-01-05,Hosp_C_Community,Trastuzumab,250,3
2024-01-05,Hosp_C_Community,Oseltamivir,236,45
2024-01-05,Hosp_C_Community,Cough Syrup,257,68
2024-01-06,Hosp_C_Community,Paracetamol,58,18
2024-01-06,Hosp_C_Community,Ibuprofen,148,28
2024-01-06,Hosp_C_Community,Amoxicillin,97,25
2024-01-06,Hosp_C_Community,Metformin,180,3
2024-01-06,Hosp_C_Community,Atorvastatin,201,0
2024-01-06,Hosp_C_Community,Letrozole,201,3
2024-01-06,Hosp_C_Community,Trastuzumab,124,0
2024-01-06,Hosp_C_Community,Oseltamivir,249,75
2024-01-06,Hosp_C_Community,Cough Syrup,215,79
2024-01-07,Hosp_C_Community,Paracetamol,231,17
2024-01-07,Hosp_C_Community,Ibuprofen,76,11
2024-01-07,Hosp_C_Community,Amoxicillin,70,10
2024-01-07,Hosp_C_Community,Metformin,77,0
2024-01-07,Hosp_C_Community,Atorvastatin,246,3
2024-01-07,Hosp_C_Community,Letrozole,110,2
2024-01-07,Hosp_C_Community,Trastuzumab,53,2
2024-01-07,Hosp_C_Community,Oseltamivir,241,56
2024-01-07,Hosp_C_Community,Cough Syrup,221,67
2024-01-08,Hosp_C_Community,Paracetamol,176,19
2024-01-08,Hosp_C_Community,Ibuprofen,179,26
2024-01-08,Hosp_C_Community,Amoxicillin,153,10
2024-01-08,Hosp_C_Community,Metformin,186,2
2024-01-08,Hosp_C_Community,Atorvastatin,295,4
2024-01-08,Hosp_C_Community,Letrozole,219,1
2024-01-08,Hosp_C_Community,Trastuzumab,148,1
2024-01-08,Hosp_C_Community,Oseltamivir,202,63
2024-01-08,Hosp_C_Community,Cough Syrup,62,46
2024-01-09,Hosp_C_Community,Paracetamol,102,21
2024-01-09,Hosp_C_Community,Ibuprofen,157,14
2024-01-09,Hosp_C_Community,Amoxicillin,152,13
2024-01-09,Hosp_C_Community,Metformin,55,4
2024-01-09,Hosp_C_Community,Atorvastatin,273,3
2024-01-09,Hosp_C_Community,Letrozole,143,2
2024-01-09,Hosp_C_Community,Trastuzumab,104,3
2024-01-09,Hosp_C_Community,Oseltamivir,193,52
2024-01-09,Hosp_C_Community,Cough Syrup,163,69
2024-01-10,Hosp_C_Community,Paracetamol,244,21
2024-01-10,Hosp_C_Community,Ibuprofen,203,25
2024-01-10,Hosp_C_Community,Amoxicillin,228,14
2024-01-10,Hosp_C_Community,Metformin,135,0
2024-01-10,Hosp_C_Community,Atorvastatin,78,3
2024-01-10,Hosp_C_Community,Letrozole,118,0
2024-01-10,Hosp_C_Community,Trastuzumab,143,3
2024-01-10,Hosp_C_Community,Oseltamivir,246,51
2024-01-10,Hosp_C_Community,Cough Syrup,193,65
2024-01-11,Hosp_C_Community,Paracetamol,212,10
2024-01-11,Hosp_C_Community,Ibuprofen,210,28
2024-01-11,Hosp_C_Community,Amoxicillin,220,14
2024-01-11,Hosp_C_Community,Metformin,61,2
2024-01-11,Hosp_C_Community,Atorvastatin,114,0
2024-01-11,Hosp_C_Community,Letrozole,217,1
2024-01-11,Hosp_C_Community,Trastuzumab,92,3
2024-01-11,Hosp_C_Community,Oseltamivir,78,52
2024-01-11,Hosp_C_Community,Cough Syrup,61,70
2024-01-12,Hosp_C_Community,Paracetamol,280,14
2024-01-12,Hosp_C_Community,Ibuprofen,61,26
2024-01-12,Hosp_C_Community,Amoxicillin,232,22
2024-01-12,Hosp_C_Community,Metformin,72,0
2024-01-12,Hosp_C_Community,Atorvastatin,148,0
2024-01-12,Hosp_C_Community,Letrozole,79,0
2024-01-12,Hosp_C_Community,Trastuzumab,162,3
2024-01-12,Hosp_C_Community,Oseltamivir,161,64
2024-01-12,Hosp_C_Community,Cough Syrup,135,52
2024-01-13,Hosp_C_Community,Paracetamol,264,20
2024-01-13,Hosp_C_Community,Ibuprofen,124,27
2024-01-13,Hosp_C_Community,Amoxicillin,288,21
2024-01-13,Hosp_C_Community,Metformin,58,1
2024-01-13,Hosp_C_Community,Atorvastatin,235,3
2024-01-13,Hosp_C_Community,Letrozole,194,4
2024-01-13,Hosp_C_Community,Trastuzumab,279,4
2024-01-13,Hosp_C_Community,Oseltamivir,217,48
2024-01-13,Hosp_C_Community,Cough Syrup,227,66
2024-01-14,Hosp_C_Community,Paracetamol,197,17
2024-01-14,Hosp_C_Community,Ibuprofen,110,18
2024-01-14,Hosp_C_Community,Amoxicillin,216,10
2024-01-14,Hosp_C_Community,Metformin,180,4
2024-01-14,Hosp_C_Community,Atorvastatin,141,0
2024-01-14,Hosp_C_Community,Letrozole,240,3
2024-01-14,Hosp_C_Community,Trastuzumab,162,0
2024-01-14,Hosp_C_Community,Oseltamivir,105,72
2024-01-14,Hosp_C_Community,Cough Syrup,215,45
2024-01-15,Hosp_C_Community,Paracetamol,205,17
2024-01-15,Hosp_C_Community,Ibuprofen,171,13
2024-01-15,Hosp_C_Community,Amoxicillin,139,17
2024-01-15,Hosp_C_Community,Metformin,235,3
2024-01-15,Hosp_C_Community,Atorvastatin,227,3
2024-01-15,Hosp_C_Community,Letrozole,269,4
2024-01-15,Hosp_C_Community,Trastuzumab,90,3
2024-01-15,Hosp_C_Community,Oseltamivir,241,66
2024-01-15,Hosp_C_Community,Cough Syrup,295,56
2024-01-16,Hosp_C_Community,Paracetamol,254,10
2024-01-16,Hosp_C_Community,Ibuprofen,147,18
2024-01-16,Hosp_C_Community,Amoxicillin,148,10
2024-01-16,Hosp_C_Community,Metformin,198,3
2024-01-16,Hosp_C_Community,Atorvastatin,258,4
2024-01-16,Hosp_C_Community,Letrozole,144,4
2024-01-16,Hosp_C_Community,Trastuzumab,151,2
2024-01-16,Hosp_C_Community,Oseltamivir,230,62
2024-01-16,Hosp_C_Community,Cough Syrup,278,76
2024-01-17,Hosp_C_Community,Paracetamol,256,14
2024-01-17,Hosp_C_Community,Ibuprofen,134,23
2024-01-17,Hosp_C_Community,Amoxicillin,115,20
2024-01-17,Hosp_C_Community,Metformin,228,3
2024-01-17,Hosp_C_Community,Atorvastatin,275,1
2024-01-17,Hosp_C_Community,Letrozole,147,1
2024-01-17,Hosp_C_Community,Trastuzumab,79,2
2024-01-17,Hosp_C_Community,Oseltamivir,228,73
2024-01-17,Hosp_C_Community,Cough Syrup,101,77
2024-01-18,Hosp_C_Community,Paracetamol,244,12
2024-01-18,Hosp_C_Community,Ibuprofen,204,27
2024-01-18,Hosp_C_Community,Amoxicillin,110,28
2024-01-18,Hosp_C_Community,Metformin,196,4
2024-01-18,Hosp_C_Community,Atorvastatin,54,1
2024-01-18,Hosp_C_Community,Letrozole,141,1
2024-01-18,Hosp_C_Community,Trastuzumab,110,4
2024-01-18,Hosp_C_Community,Oseltamivir,119,40
2024-01-18,Hosp_C_Community,Cough Syrup,182,51
2024-01-19,Hosp_C_Community,Paracetamol,179,22
2024-01-19,Hosp_C_Community,Ibuprofen,203,23
2024-01-19,Hosp_C_Community,Amoxicillin,236,28
2024-01-19,Hosp_C_Community,Metformin,56,2
2024-01-19,Hosp_C_Community,Atorvastatin,160,2
2024-01-19,Hosp_C_Community,Letrozole,288,3
2024-01-19,Hosp_C_Community,Trastuzumab,286,1
2024-01-19,Hosp_C_Community,Oseltamivir,299,77
2024-01-19,Hosp_C_Community,Cough Syrup,276,54
2024-01-20,Hosp_C_Community,Paracetamol,113,11
2024-01-20,Hosp_C_Community,Ibuprofen,236,22
2024-01-20,Hosp_C_Community,Amoxicillin,247,14
2024-01-20,Hosp_C_Community,Metformin,170,0
2024-01-20,Hosp_C_Community,Atorvastatin,230,4
2024-01-20,Hosp_C_Community,Letrozole,247,3
2024-01-20,Hosp_C_Community,Trastuzumab,143,2
2024-01-20,Hosp_C_Community,Oseltamivir,239,69
2024-01-20,Hosp_C_Community,Cough Syrup,144,63
2024-01-21,Hosp_C_Community,Paracetamol,167,13
2024-01-21,Hosp_C_Community,Ibuprofen,68,29
2024-01-21,Hosp_C_Community,Amoxicillin,274,29
2024-01-21,Hosp_C_Community,Metformin,162,3
2024-01-21,Hosp_C_Community,Atorvastatin,96,0
2024-01-21,Hosp_C_Community,Letrozole,139,4
2024-01-21,Hosp_C_Community,Trastuzumab,175,2
2024-01-21,Hosp_C_Community,Oseltamivir,149,52
2024-01-21,Hosp_C_Community,Cough Syrup,284,42
2024-01-22,Hosp_C_Community,Paracetamol,89,17
2024-01-22,Hosp_C_Community,Ibuprofen,60,18
2024-01-22,Hosp_C_Community,Amoxicillin,278,23
2024-01-22,Hosp_C_Community,Metformin,109,2
2024-01-22,Hosp_C_Community,Atorvastatin,262,4
2024-01-22,Hosp_C_Community,Letrozole,54,2
2024-01-22,Hosp_C_Community,Trastuzumab,172,1
2024-01-22,Hosp_C_Community,Oseltamivir,111,43
2024-01-22,Hosp_C_Community,Cough Syrup,138,64
2024-01-23,Hosp_C_Community,Paracetamol,64,24
2024-01-23,Hosp_C_Community,Ibuprofen,206,10
2024-01-23,Hosp_C_Community,Amoxicillin,293,16
2024-01-23,Hosp_C_Community,Metformin,204,3
2024-01-23,Hosp_C_Community,Atorvastatin,206,0
2024-01-23,Hosp_C_Community,Letrozole,146,4
2024-01-23,Hosp_C_Community,Trastuzumab,278,2
2024-01-23,Hosp_C_Community,Oseltamivir,232,72
2024-01-23,Hosp_C_Community,Cough Syrup,245,61
2024-01-24,Hosp_C_Community,Paracetamol,72,24
2024-01-24,Hosp_C_Community,Ibuprofen,139,23
2024-01-24,Hosp_C_Community,Amoxicillin,156,21
2024-01-24,Hosp_C_Community,Metformin,267,4
2024-01-24,Hosp_C_Community,Atorvastatin,153,1
2024-01-24,Hosp_C_Community,Letrozole,266,0
2024-01-24,Hosp_C_Community,Trastuzumab,160,3
2024-01-24,Hosp_C_Community,Oseltamivir,220,51
2024-01-24,Hosp_C_Community,Cough Syrup,285,75
2024-01-25,Hosp_C_Community,Paracetamol,102,18
2024-01-25,Hosp_C_Community,Ibuprofen,251,29
2024-01-25,Hosp_C_Community,Amoxicillin,106,18
2024-01-25,Hosp_C_Community,Metformin,84,3
2024-01-25,Hosp_C_Community,Atorvastatin,74,1
2024-01-25,Hosp_C_Community,Letrozole,124,1
2024-01-25,Hosp_C_Community,Trastuzumab,184,1
2024-01-25,Hosp_C_Community,Oseltamivir,268,73
2024-01-25,Hosp_C_Community,Cough Syrup,140,56
2024-01-26,Hosp_C_Community,Paracetamol,228,28
2024-01-26,Hosp_C_Community,Ibuprofen,111,26
2024-01-26,Hosp_C_Community,Amoxicillin,222,25
2024-01-26,Hosp_C_Community,Metformin,217,2
2024-01-26,Hosp_C_Community,Atorvastatin,67,0
2024-01-26,Hosp_C_Community,Letrozole,127,2
2024-01-26,Hosp_C_Community,Trastuzumab,224,1
2024-01-26,Hosp_C_Community,Oseltamivir,243,67
2024-01-26,Hosp_C_Community,Cough Syrup,162,69
2024-01-27,Hosp_C_Community,Paracetamol,116,28
2024-01-27,Hosp_C_Community,Ibuprofen,146,24
2024-01-27,Hosp_C_Community,Amoxicillin,57,11
2024-01-27,Hosp_C_Community,Metformin,84,2
2024-01-27,Hosp_C_Community,Atorvastatin,193,3
2024-01-27,Hosp_C_Community,Letrozole,293,4
2024-01-27,Hosp_C_Community,Trastuzumab,231,4
2024-01-27,Hosp_C_Community,Oseltamivir,191,70
2024-01-27,Hosp_C_Community,Cough Syrup,104,57
2024-01-28,Hosp_C_Community,Paracetamol,135,21
2024-01-28,Hosp_C_Community,Ibuprofen,73,26
2024-01-28,Hosp_C_Community,Amoxicillin,251,23
2024-01-28,Hosp_C_Community,Metformin,264,0
2024-01-28,Hosp_C_Community,Atorvastatin,163,2
2024-01-28,Hosp_C_Community,Letrozole,258,0
2024-01-28,Hosp_C_Community,Trastuzumab,89,1
2024-01-28,Hosp_C_Community,Oseltamivir,286,64
2024-01-28,Hosp_C_Community,Cough Syrup,152,48
2024-01-29,Hosp_C_Community,Paracetamol,102,16
2024-01-29,Hosp_C_Community,Ibuprofen,187,22
2024-01-29,Hosp_C_Community,Amoxicillin,194,23
2024-01-29,Hosp_C_Community,Metformin,113,1
2024-01-29,Hosp_C_Community,Atorvastatin,103,2
2024-01-29,Hosp_C_Community,Letrozole,242,2
2024-01-29,Hosp_C_Community,Trastuzumab,230,3
2024-01-29,Hosp_C_Community,Oseltamivir,164,65
2024-01-29,Hosp_C_Community,Cough Syrup,78,60
2024-01-30,Hosp_C_Community,Paracetamol,266,20
2024-01-30,Hosp_C_Community,Ibuprofen,153,19
2024-01-30,Hosp_C_Community,Amoxicillin,74,16
2024-01-30,Hosp_C_Community,Metformin,84,2
2024-01-30,Hosp_C_Community,Atorvastatin,291,4
2024-01-30,Hosp_C_Community,Letrozole,157,3
2024-01-30,Hosp_C_Community,Trastuzumab,228,1
2024-01-30,Hosp_C_Community,Oseltamivir,61,58
2024-01-30,Hosp_C_Community,Cough Syrup,150,56
2024-01-31,Hosp_C_Community,Paracetamol,299,16
2024-01-31,Hosp_C_Community,Ibuprofen,63,24
2024-01-31,Hosp_C_Community,Amoxicillin,166,16
2024-01-31,Hosp_C_Community,Metformin,186,2
2024-01-31,Hosp_C_Community,Atorvastatin,225,1
2024-01-31,Hosp_C_Community,Letrozole,108,4
2024-01-31,Hosp_C_Community,Trastuzumab,131,3
2024-01-31,Hosp_C_Community,Oseltamivir,216,74
2024-01-31,Hosp_C_Community,Cough Syrup,195,78
2024-02-01,Hosp_C_Community,Paracetamol,62,22
2024-02-01,Hosp_C_Community,Ibuprofen,67,12
2024-02-01,Hosp_C_Community,Amoxicillin,172,16
2024-02-01,Hosp_C_Community,Metformin,95,3
2024-02-01,Hosp_C_Community,Atorvastatin,78,0
2024-02-01,Hosp_C_Community,Letrozole,270,4
2024-02-01,Hosp_C_Community,Trastuzumab,285,0
2024-02-01,Hosp_C_Community,Oseltamivir,65,49
2024-02-01,Hosp_C_Community,Cough Syrup,207,64
2024-02-02,Hosp_C_Community,Paracetamol,60,22
2024-02-02,Hosp_C_Community,Ibuprofen,275,16
2024-02-02,Hosp_C_Community,Amoxicillin,101,13
2024-02-02,Hosp_C_Community,Metformin,108,3
2024-02-02,Hosp_C_Community,Atorvastatin,142,4
2024-02-02,Hosp_C_Community,Letrozole,292,4
2024-02-02,Hosp_C_Community,Trastuzumab,159,1
2024-02-02,Hosp_C_Community,Oseltamivir,156,73
2024-02-02,Hosp_C_Community,Cough Syrup,106,65
2024-02-03,Hosp_C_Community,Paracetamol,233,12
2024-02-03,Hosp_C_Community,Ibuprofen,172,18
2024-02-03,Hosp_C_Community,Amoxicillin,244,11
2024-02-03,Hosp_C_Community,Metformin,125,1
2024-02-03,Hosp_C_Community,Atorvastatin,58,0
2024-02-03,Hosp_C_Community,Letrozole,54,2
2024-02-03,Hosp_C_Community,Trastuzumab,236,1
2024-02-03,Hosp_C_Community,Oseltamivir,265,54
2024-02-03,Hosp_C_Community,Cough Syrup,87,47
2024-02-04,Hosp_C_Community,Paracetamol,108,25
2024-02-04,Hosp_C_Community,Ibuprofen,218,22
2024-02-04,Hosp_C_Community,Amoxicillin,156,22
2024-02-04,Hosp_C_Community,Metformin,138,4
2024-02-04,Hosp_C_Community,Atorvastatin,219,3
2024-02-04,Hosp_C_Community,Letrozole,240,2
2024-02-04,Hosp_C_Community,Trastuzumab,215,3
2024-02-04,Hosp_C_Community,Oseltamivir,56,44
2024-02-04,Hosp_C_Community,Cough Syrup,284,70
2024-02-05,Hosp_C_Community,Paracetamol,112,24
2024-02-05,Hosp_C_Community,Ibuprofen,271,14
2024-02-05,Hosp_C_Community,Amoxicillin,270,13
2024-02-05,Hosp_C_Community,Metformin,197,3
2024-02-05,Hosp_C_Community,Atorvastatin,291,3
2024-02-05,Hosp_C_Community,Letrozole,268,0
2024-02-05,Hosp_C_Community,Trastuzumab,61,0
2024-02-05,Hosp_C_Community,Oseltamivir,187,40
2024-02-05,Hosp_C_Community,Cough Syrup,71,65
2024-02-06,Hosp_C_Community,Paracetamol,78,20
2024-02-06,Hosp_C_Community,Ibuprofen,165,11
2024-02-06,Hosp_C_Community,Amoxicillin,224,23
2024-02-06,Hosp_C_Community,Metformin,133,2
2024-02-06,Hosp_C_Community,Atorvastatin,76,2
2024-02-06,Hosp_C_Community,Letrozole,130,3
2024-02-06,Hosp_C_Community,Trastuzumab,233,3
2024-02-06,Hosp_C_Community,Oseltamivir,270,60
2024-02-06,Hosp_C_Community,Cough Syrup,96,55
2024-02-07,Hosp_C_Community,Paracetamol,180,21
2024-02-07,Hosp_C_Community,Ibuprofen,230,12
2024-02-07,Hosp_C_Community,Amoxicillin,197,23
2024-02-07,Hosp_C_Community,Metformin,64,0
2024-02-07,Hosp_C_Community,Atorvastatin,271,0
2024-02-07,Hosp_C_Community,Letrozole,175,3
2024-02-07,Hosp_C_Community,Trastuzumab,133,3
2024-02-07,Hosp_C_Community,Oseltamivir,58,77
2024-02-07,Hosp_C_Community,Cough Syrup,225,61
2024-02-08,Hosp_C_Community,Paracetamol,210,19
2024-02-08,Hosp_C_Community,Ibuprofen,217,27
2024-02-08,Hosp_C_Community,Amoxicillin,146,11
2024-02-08,Hosp_C_Community,Metformin,274,0
2024-02-08,Hosp_C_Community,Atorvastatin,282,4
2024-02-08,Hosp_C_Community,Letrozole,207,0
2024-02-08,Hosp_C_Community,Trastuzumab,126,3
2024-02-08,Hosp_C_Community,Oseltamivir,203,61
2024-02-08,Hosp_C_Community,Cough Syrup,152,41
2024-02-09,Hosp_C_Community,Paracetamol,71,12
2024-02-09,Hosp_C_Community,Ibuprofen,176,18
2024-02-09,Hosp_C_Community,Amoxicillin,237,19
2024-02-09,Hosp_C_Community,Metformin,63,2
2024-02-09,Hosp_C_Community,Atorvastatin,259,3
2024-02-09,Hosp_C_Community,Letrozole,136,3
2024-02-09,Hosp_C_Community,Trastuzumab,190,0
2024-02-09,Hosp_C_Community,Oseltamivir,94,58
2024-02-09,Hosp_C_Community,Cough Syrup,104,75
2024-02-10,Hosp_C_Community,Paracetamol,197,14
2024-02-10,Hosp_C_Community,Ibuprofen,53,21
2024-02-10,Hosp_C_Community,Amoxicillin,175,29
2024-02-10,Hosp_C_Community,Metformin,237,1
2024-02-10,Hosp_C_Community,Atorvastatin,226,2
2024-02-10,Hosp_C_Community,Letrozole,145,0
2024-02-10,Hosp_C_Community,Trastuzumab,213,1
2024-02-10,Hosp_C_Community,Oseltamivir,166,73
2024-02-10,Hosp_C_Community,Cough Syrup,277,41
2024-02-11,Hosp_C_Community,Paracetamol,109,24
2024-02-11,Hosp_C_Community,Ibuprofen,63,16
2024-02-11,Hosp_C_Community,Amoxicillin,266,29
2024-02-11,Hosp_C_Community,Metformin,179,0
2024-02-11,Hosp_C_Community,Atorvastatin,172,0
2024-02-11,Hosp_C_Community,Letrozole,298,3
2024-02-11,Hosp_C_Community,Trastuzumab,115,2
2024-02-11,Hosp_C_Community,Oseltamivir,278,44
2024-02-11,Hosp_C_Community,Cough Syrup,242,79
2024-02-12,Hosp_C_Community,Paracetamol,93,24
2024-02-12,Hosp_C_Community,Ibuprofen,256,15
2024-02-12,Hosp_C_Community,Amoxicillin,157,29
2024-02-12,Hosp_C_Community,Metformin,163,1
2024-02-12,Hosp_C_Community,Atorvastatin,250,4
2024-02-12,Hosp_C_Community,Letrozole,69,1
2024-02-12,Hosp_C_Community,Trastuzumab,78,0
2024-02-12,Hosp_C_Community,Oseltamivir,168,74
2024-02-12,Hosp_C_Community,Cough Syrup,247,76
2024-02-13,Hosp_C_Community,Paracetamol,57,27
2024-02-13,Hosp_C_Community,Ibuprofen,134,10
2024-02-13,Hosp_C_Community,Amoxicillin,296,17
2024-02-13,Hosp_C_Community,Metformin,206,4
2024-02-13,Hosp_C_Community,Atorvastatin,288,1
2024-02-13,Hosp_C_Community,Letrozole,242,1
2024-02-13,Hosp_C_Community,Trastuzumab,220,1
2024-02-13,Hosp_C_Community,Oseltamivir,207,57
2024-02-13,Hosp_C_Community,Cough Syrup,194,65
2024-02-14,Hosp_C_Community,Paracetamol,147,15
2024-02-14,Hosp_C_Community,Ibuprofen,287,13
2024-02-14,Hosp_C_Community,Amoxicillin,151,28
2024-02-14,Hosp_C_Community,Metformin,247,1
2024-02-14,Hosp_C_Community,Atorvastatin,131,4
2024-02-14,Hosp_C_Community,Letrozole,282,2
2024-02-14,Hosp_C_Community,Trastuzumab,158,2
2024-02-14,Hosp_C_Community,Oseltamivir,178,63
2024-02-14,Hosp_C_Community,Cough Syrup,103,46
2024-02-15,Hosp_C_Community,Paracetamol,275,25
2024-02-15,Hosp_C_Community,Ibuprofen,86,24
2024-02-15,Hosp_C_Community,Amoxicillin,93,13
2024-02-15,Hosp_C_Community,Metformin,64,2
2024-02-15,Hosp_C_Community,Atorvastatin,225,1
2024-02-15,Hosp_C_Community,Letrozole,157,2
2024-02-15,Hosp_C_Community,Trastuzumab,220,4
2024-02-15,Hosp_C_Community,Oseltamivir,70,62
2024-02-15,Hosp_C_Community,Cough Syrup,156,55
2024-02-16,Hosp_C_Community,Paracetamol,240,26
2024-02-16,Hosp_C_Community,Ibuprofen,219,19
2024-02-16,Hosp_C_Community,Amoxicillin,233,13
2024-02-16,Hosp_C_Community,Metformin,133,3
2024-02-16,Hosp_C_Community,Atorvastatin,167,0
2024-02-16,Hosp_C_Community,Letrozole,221,4
2024-02-16,Hosp_C_Community,Trastuzumab,155,2
2024-02-16,Hosp_C_Community,Oseltamivir,190,61
2024-02-16,Hosp_C_Community,Cough Syrup,167,60
2024-02-17,Hosp_C_Community,Paracetamol,276,21
2024-02-17,Hosp_C_Community,Ibuprofen,275,10
2024-02-17,Hosp_C_Community,Amoxicillin,168,26
2024-02-17,Hosp_C_Community,Metformin,199,4
2024-02-17,Hosp_C_Community,Atorvastatin,192,2
2024-02-17,Hosp_C_Community,Letrozole,269,2
2024-02-17,Hosp_C_Community,Trastuzumab,187,0
2024-02-17,Hosp_C_Community,Oseltamivir,127,52
2024-02-17,Hosp_C_Community,Cough Syrup,234,64
2024-02-18,Hosp_C_Community,Paracetamol,245,22
2024-02-18,Hosp_C_Community,Ibuprofen,98,11
2024-02-18,Hosp_C_Community,Amoxicillin,237,14
2024-02-18,Hosp_C_Community,Metformin,221,2
2024-02-18,Hosp_C_Community,Atorvastatin,209,4
2024-02-18,Hosp_C_Community,Letrozole,57,1
2024-02-18,Hosp_C_Community,Trastuzumab,116,3
2024-02-18,Hosp_C_Community,Oseltamivir,174,42
2024-02-18,Hosp_C_Community,Cough Syrup,135,45
2024-02-19,Hosp_C_Community,Paracetamol,54,29
2024-02-19,Hosp_C_Community,Ibuprofen,153,21
2024-02-19,Hosp_C_Community,Amoxicillin,114,29
2024-02-19,Hosp_C_Community,Metformin,247,1
2024-02-19,Hosp_C_Community,Atorvastatin,249,0
2024-02-19,Hosp_C_Community,Letrozole,294,3
2024-02-19,Hosp_C_Community,Trastuzumab,87,3
2024-02-19,Hosp_C_Community,Oseltamivir,275,53
2024-02-19,Hosp_C_Community,Cough Syrup,85,72
2024-02-20,Hosp_C_Community,Paracetamol,116,25
2024-02-20,Hosp_C_Community,Ibuprofen,56,29
2024-02-20,Hosp_C_Community,Amoxicillin,63,18
2024-02-20,Hosp_C_Community,Metformin,192,4
2024-02-20,Hosp_C_Community,Atorvastatin,212,1
2024-02-20,Hosp_C_Community,Letrozole,140,1
2024-02-20,Hosp_C_Community,Trastuzumab,212,1
2024-02-20,Hosp_C_Community,Oseltamivir,255,59
2024-02-20,Hosp_C_Community,Cough Syrup,259,49
2024-02-21,Hosp_C_Community,Paracetamol,209,20
2024-02-21,Hosp_C_Community,Ibuprofen,179,28
2024-02-21,Hosp_C_Community,Amoxicillin,80,28
2024-02-21,Hosp_C_Community,Metformin,54,2
2024-02-21,Hosp_C_Community,Atorvastatin,211,1
2024-02-21,Hosp_C_Community,Letrozole,138,1
2024-02-21,Hosp_C_Community,Trastuzumab,175,2
2024-02-21,Hosp_C_Community,Oseltamivir,227,70
2024-02-21,Hosp_C_Community,Cough Syrup,105,54
2024-02-22,Hosp_C_Community,Paracetamol,278,14
2024-02-22,Hosp_C_Community,Ibuprofen,232,11
2024-02-22,Hosp_C_Community,Amoxicillin,111,15
2024-02-22,Hosp_C_Community,Metformin,128,4
2024-02-22,Hosp_C_Community,Atorvastatin,187,1
2024-02-22,Hosp_C_Community,Letrozole,169,4
2024-02-22,Hosp_C_Community,Trastuzumab,114,4
2024-02-22,Hosp_C_Community,Oseltamivir,262,65
2024-02-22,Hosp_C_Community,Cough Syrup,291,60
2024-02-23,Hosp_C_Community,Paracetamol,59,27
2024-02-23,Hosp_C_Community,Ibuprofen,107,17
2024-02-23,Hosp_C_Community,Amoxicillin,70,20
2024-02-23,Hosp_C_Community,Metformin,296,1
2024-02-23,Hosp_C_Community,Atorvastatin,57,2
2024-02-23,Hosp_C_Community,Letrozole,263,0
2024-02-23,Hosp_C_Community,Trastuzumab,128,0
2024-02-23,Hosp_C_Community,Oseltamivir,237,62
2024-02-23,Hosp_C_Community,Cough Syrup,137,58
2024-02-24,Hosp_C_Community,Paracetamol,145,17
2024-02-24,Hosp_C_Community,Ibuprofen,113,19
2024-02-24,Hosp_C_Community,Amoxicillin,87,24
2024-02-24,Hosp_C_Community,Metformin,273,3
2024-02-24,Hosp_C_Community,Atorvastatin,130,0
2024-02-24,Hosp_C_Community,Letrozole,122,1
